date,MSA,Variable,Value
2009-07-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1637400.0
2009-07-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,85100.0
2009-07-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,772900.0
2009-07-01,"St. Louis, MO-IL Metro Area",Government,149200.0
2009-07-01,"St. Louis, MO-IL Metro Area",Total Private,1129500.0
2009-07-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,144700.0
2009-07-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,950900.0
2009-07-01,"Yuba City, CA Metro Area",Government,10800.0
2009-07-01,"Yuba City, CA Metro Area",Total Private,28100.0
2009-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,159500.0
2009-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,605300.0
2009-08-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,136400.0
2009-08-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,815600.0
2009-08-01,"Cincinnati, OH-KY-IN Metro Area",Government,128300.00000000001
2009-08-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,861800.0
2009-08-01,"Cleveland-Elyria, OH Metro Area",Government,134500.0
2009-08-01,"Cleveland-Elyria, OH Metro Area",Total Private,857900.0
2009-08-01,"Columbus, OH Metro Area",Government,155200.0
2009-08-01,"Columbus, OH Metro Area",Total Private,758100.0
2009-08-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,197300.0
2009-08-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1520900.0
2009-08-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,126600.0
2009-08-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,784800.0
2009-08-01,"Kansas City, MO-KS Metro Area",Government,142300.0
2009-08-01,"Kansas City, MO-KS Metro Area",Total Private,828300.0
2009-08-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,316600.0
2009-08-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1859400.0
2009-08-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,115500.0
2009-08-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,870300.0
2009-08-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,223600.0
2009-08-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1460600.0
2009-08-01,"Pittsburgh, PA Metro Area",Government,117900.0
2009-08-01,"Pittsburgh, PA Metro Area",Total Private,993900.0
2009-08-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,138200.0
2009-08-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,833300.0
2009-08-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,228700.0
2009-08-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,916800.0
2009-08-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,222200.0
2009-08-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,617600.0
2009-08-01,"Salt Lake City, UT Metro Area",Government,91100.0
2009-08-01,"Salt Lake City, UT Metro Area",Total Private,492900.0
2009-08-01,"San Antonio-New Braunfels, TX Metro Area",Government,153900.0
2009-08-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,688300.0
2009-08-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,212200.0
2009-08-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1020400.0
2009-08-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,288100.0
2009-08-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1633300.0
2009-08-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,88800.0
2009-08-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,772800.0
2009-08-01,"St. Louis, MO-IL Metro Area",Government,157300.0
2009-08-01,"St. Louis, MO-IL Metro Area",Total Private,1128700.0
2009-08-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,154300.0
2009-08-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,950600.0
2009-08-01,"Yuba City, CA Metro Area",Government,10500.0
2009-08-01,"Yuba City, CA Metro Area",Total Private,28400.0
2009-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,171000.0
2009-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,600100.0
2009-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,142300.0
2009-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,811800.0
2009-09-01,"Cincinnati, OH-KY-IN Metro Area",Government,132700.0
2009-09-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,854400.0
2009-09-01,"Cleveland-Elyria, OH Metro Area",Government,138200.0
2009-09-01,"Cleveland-Elyria, OH Metro Area",Total Private,855900.0
2009-09-01,"Columbus, OH Metro Area",Government,164200.0
2009-09-01,"Columbus, OH Metro Area",Total Private,752500.0
2009-09-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,211600.0
2009-09-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1524100.0
2009-09-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,131300.0
2009-09-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,783400.0
2009-09-01,"Kansas City, MO-KS Metro Area",Government,152000.0
2009-09-01,"Kansas City, MO-KS Metro Area",Total Private,820000.0
2009-09-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,319100.0
2009-09-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1859000.0
2009-09-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,116400.0
2009-09-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,868200.0
2009-09-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,241700.0
2009-09-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1454700.0
2009-09-01,"Pittsburgh, PA Metro Area",Government,126900.0
2009-09-01,"Pittsburgh, PA Metro Area",Total Private,992600.0
2009-09-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,140300.0
2009-09-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,835700.0
2009-09-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,226600.0
2009-09-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,914800.0
2009-09-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,225900.0
2009-09-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,612300.0
2009-09-01,"Salt Lake City, UT Metro Area",Government,94400.0
2009-09-01,"Salt Lake City, UT Metro Area",Total Private,491800.0
2009-09-01,"San Antonio-New Braunfels, TX Metro Area",Government,159800.0
2009-09-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,683400.0
2009-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,216100.0
2009-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1011900.0
2009-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,299700.0
2009-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1627300.0
2009-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,96000.0
2009-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,768200.0
2009-09-01,"St. Louis, MO-IL Metro Area",Government,173300.0
2009-09-01,"St. Louis, MO-IL Metro Area",Total Private,1121800.0
2009-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,155300.0
2009-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,947700.0
2009-09-01,"Yuba City, CA Metro Area",Government,10700.0
2009-09-01,"Yuba City, CA Metro Area",Total Private,28100.0
2009-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,171900.0
2009-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,601900.0
2009-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,143000.0
2009-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,810700.0
2009-10-01,"Cincinnati, OH-KY-IN Metro Area",Government,135700.0
2009-10-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,852500.0
2009-10-01,"Cleveland-Elyria, OH Metro Area",Government,141100.0
2009-10-01,"Cleveland-Elyria, OH Metro Area",Total Private,854700.0
2009-10-01,"Columbus, OH Metro Area",Government,169700.0
2009-10-01,"Columbus, OH Metro Area",Total Private,755200.0
2009-10-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,216800.0
2009-10-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1529600.0
2009-10-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132500.0
2009-10-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,783000.0
2009-10-01,"Kansas City, MO-KS Metro Area",Government,152800.0
2009-10-01,"Kansas City, MO-KS Metro Area",Total Private,818700.0
2009-10-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,321000.0
2009-10-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1869900.0
2009-10-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,117100.0
2009-10-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,869600.0
2009-10-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,244700.0
2009-10-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1459500.0
2009-10-01,"Pittsburgh, PA Metro Area",Government,130100.0
2009-10-01,"Pittsburgh, PA Metro Area",Total Private,994900.0
2009-10-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,149300.0
2009-10-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,834600.0
2009-10-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,236000.0
2009-10-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,919000.0
2009-10-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,234600.0
2009-10-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,611500.0
2009-10-01,"Salt Lake City, UT Metro Area",Government,94800.0
2009-10-01,"Salt Lake City, UT Metro Area",Total Private,492900.0
2009-10-01,"San Antonio-New Braunfels, TX Metro Area",Government,164100.0
2009-10-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,683500.0
2009-10-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,226300.0
2009-10-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1012600.0
2009-10-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,306100.0
2009-10-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1639100.0
2009-10-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,98500.0
2009-10-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,773000.0
2009-10-01,"St. Louis, MO-IL Metro Area",Government,174300.0
2009-10-01,"St. Louis, MO-IL Metro Area",Total Private,1119100.0
2009-10-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,156400.0
2009-10-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,947600.0
2009-10-01,"Yuba City, CA Metro Area",Government,10900.0
2009-10-01,"Yuba City, CA Metro Area",Total Private,28000.0
2009-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,174300.0
2009-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,603500.0
2009-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,143900.0
2009-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,810800.0
2009-11-01,"Cincinnati, OH-KY-IN Metro Area",Government,136100.0
2009-11-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,853600.0
2009-11-01,"Cleveland-Elyria, OH Metro Area",Government,141300.0
2009-11-01,"Cleveland-Elyria, OH Metro Area",Total Private,855800.0
2009-11-01,"Columbus, OH Metro Area",Government,170100.0
2009-11-01,"Columbus, OH Metro Area",Total Private,756600.0
2009-11-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,217100.0
2009-11-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1528300.0
2009-11-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132200.0
2009-11-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,786500.0
2009-11-01,"Kansas City, MO-KS Metro Area",Government,152500.0
2009-11-01,"Kansas City, MO-KS Metro Area",Total Private,817900.0
2009-11-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,321900.0
2009-11-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1891900.0
2009-11-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,117700.0
2009-11-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,875200.0
2009-11-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,245200.0
2009-11-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1471300.0
2009-11-01,"Pittsburgh, PA Metro Area",Government,131600.0
2009-11-01,"Pittsburgh, PA Metro Area",Total Private,995300.0
2009-11-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,150900.0
2009-11-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,833100.0
2009-11-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,238000.0
2009-11-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,925700.0
2009-11-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,235000.0
2009-11-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,611800.0
2009-11-01,"Salt Lake City, UT Metro Area",Government,94600.0
2009-11-01,"Salt Lake City, UT Metro Area",Total Private,494100.0
2009-11-01,"San Antonio-New Braunfels, TX Metro Area",Government,164600.0
2009-11-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,687000.0
2009-11-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,227600.0
2009-11-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1017600.0
2009-11-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,306100.0
2009-11-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1640500.0
2009-11-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,99300.0
2009-11-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,775600.0
2009-11-01,"St. Louis, MO-IL Metro Area",Government,173900.0
2009-11-01,"St. Louis, MO-IL Metro Area",Total Private,1116300.0
2009-11-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,156200.0
2009-11-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,951000.0
2009-11-01,"Yuba City, CA Metro Area",Government,11000.0
2009-11-01,"Yuba City, CA Metro Area",Total Private,27800.0
2009-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,172900.0
2009-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,604700.0
2009-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,143900.0
2009-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,810500.0
2009-12-01,"Cincinnati, OH-KY-IN Metro Area",Government,135300.0
2009-12-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,854400.0
2009-12-01,"Cleveland-Elyria, OH Metro Area",Government,139900.0
2009-12-01,"Cleveland-Elyria, OH Metro Area",Total Private,854600.0
2009-12-01,"Columbus, OH Metro Area",Government,168400.0
2009-12-01,"Columbus, OH Metro Area",Total Private,755200.0
2009-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,214700.0
2009-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1526600.0
2009-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132500.0
2009-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,783300.0
2009-12-01,"Kansas City, MO-KS Metro Area",Government,152100.0
2009-12-01,"Kansas City, MO-KS Metro Area",Total Private,816000.0
2009-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,321700.0
2009-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1904700.0
2009-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,116500.0
2009-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,877000.0
2009-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,242600.0
2009-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1473800.0
2009-12-01,"Pittsburgh, PA Metro Area",Government,130900.0
2009-12-01,"Pittsburgh, PA Metro Area",Total Private,994100.0
2009-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,149900.0
2009-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,831800.0
2009-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,237500.0
2009-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,926300.0
2009-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,233200.0
2009-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,611800.0
2009-12-01,"Salt Lake City, UT Metro Area",Government,94800.0
2009-12-01,"Salt Lake City, UT Metro Area",Total Private,496300.0
2009-12-01,"San Antonio-New Braunfels, TX Metro Area",Government,163900.0
2009-12-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,688700.0
2009-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,226600.0
2009-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1020100.0
2009-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,302200.0
2009-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1643400.0
2009-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,98100.0
2009-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,776100.0
2009-12-01,"St. Louis, MO-IL Metro Area",Government,173800.0
2009-12-01,"St. Louis, MO-IL Metro Area",Total Private,1116100.0
2009-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,155600.0
2009-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,954000.0
2009-12-01,"Yuba City, CA Metro Area",Government,10700.0
2009-12-01,"Yuba City, CA Metro Area",Total Private,27300.0
2010-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,173000.0
2010-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,593100.0
2010-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,144600.0
2010-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,791300.0
2010-01-01,"Cincinnati, OH-KY-IN Metro Area",Government,132800.0
2010-01-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,827100.0
2010-01-01,"Cleveland-Elyria, OH Metro Area",Government,137700.0
2010-01-01,"Cleveland-Elyria, OH Metro Area",Total Private,831400.0
2010-01-01,"Columbus, OH Metro Area",Government,165300.0
2010-01-01,"Columbus, OH Metro Area",Total Private,734600.0
2010-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,209600.0
2010-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1486700.0
2010-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,131000.0
2010-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,758300.0
2010-01-01,"Kansas City, MO-KS Metro Area",Government,149300.0
2010-01-01,"Kansas City, MO-KS Metro Area",Total Private,793400.0
2010-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,318300.0
2010-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1862300.0
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,116600.0
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,859800.0
2010-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,238300.0
2010-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1439100.0
